index,name,group,tvgId,streamUrl,status,savedPath,sourceUrl,imageFormat,width,height,bytes,candidatesTried,reason
1,Moldova 1 HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19451/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0001-moldova-1-hd-md.png,http://iptvx.one/picons/cinema1-md.png,png,200,200,16813,6,
2,Moldova 2 HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19439/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0002-moldova-2-hd-md.png,http://iptvx.one/picons/moldova-2.png,png,200,200,12051,2,
3,Jurnal TV HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19443/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0003-jurnal-tv-hd-md.png,http://iptvx.one/picons/noroc-tv-md.png,png,200,200,17674,8,
4,TV8 HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19449/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0004-tv8-hd-md.png,http://iptvx.one/picons/tv8-tr.png,png,200,200,34483,7,
5,Pro TV Chisinau HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19452/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0005-pro-tv-chisinau-hd-md.png,http://iptvx.one/picons/pro-tv-md.png,png,200,200,11624,4,
6,Realitatea Live HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31894/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0006-realitatea-live-hd-md.png,http://epg.one/img/9783.png,png,165,165,10137,1,
7,Global 24 HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19450/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0007-global-24-hd-md.png,http://epg.one/img/7823.png,png,165,165,10108,1,
8,N4 MD,Moldova,2789,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2460/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0008-n4-md.png,http://iptvx.one/picons/n4.png,png,200,200,13682,4,
9,Moldova TV MD,Moldova,9773,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2453/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0009-moldova-tv-md.png,http://iptvx.one/picons/noroc-tv-md.png,png,200,200,17674,8,
10,GRT MD,Moldova,9777,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2448/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0010-grt-md.png,http://epg.one/img/9777.png,png,165,165,21560,3,
11,TVR Moldova MD,Moldova,7824,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2464/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0011-tvr-moldova-md.png,http://epg.one/img/7824.png,png,165,165,10884,3,
12,Regional TV MD,Moldova,11494,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31900/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0012-regional-tv-md.png,http://iptvx.one/picons/noroc-tv-md.png,png,200,200,17674,8,
13,Studio-L MD,Moldova,11497,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31903/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0013-studio-l-md.png,http://epg.one/img/11497.png,png,165,165,11037,3,
14,1TV,Moldova,1TV.cz,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2466/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0014-1tv.png,http://www.sms.cz/kategorie/televize/bmp/loga/velka/1TV.png,png,54,71,2581,3,
15,Vocea Basarabiei HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19444/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0015-vocea-basarabiei-hd-md.png,http://epg.one/img/9774.png,png,165,165,17914,1,
16,TVR 1 MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/5026/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0016-tvr-1-md.png,http://iptvx.one/picons/cinema1-md.png,png,200,200,16813,8,
17,Cinema 1 HD MD,Moldova,491412,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19445/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0017-cinema-1-hd-md.png,http://epg.pw/media/images/epg/2026/01/06/20260106025333601179_54.png,png,200,200,16813,8,
18,7TV MD,Moldova,9772,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2455/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0018-7tv-md.png,http://iptvx.one/picons/7tv.png,png,200,200,60940,4,
19,TV Nord HD MD,Moldova,88054,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2459/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0019-tv-nord-hd-md.png,http://epg.one/img/88054.png,png,165,165,12124,3,
20,Busuioc TV MD,Moldova,9779,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2461/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0020-busuioc-tv-md.png,http://iptvx.one/picons/noroc-tv-md.png,png,200,200,17674,8,
21,Euronews Romania MD,Moldova,9780,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2462/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0021-euronews-romania-md.png,http://epg.one/img/9780.png,png,165,165,20391,3,
22,Noroc TV MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2473/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0022-noroc-tv-md.png,http://iptvx.one/picons/noroc-tv-md.png,png,200,200,17674,8,
23,TVC 21 MD,Moldova,2849,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2458/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0023-tvc-21-md.png,http://iptvx.one/picons/tvc-21.png,png,200,200,17059,4,
24,Exclusiv TV MD,Moldova,416557,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2463/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0024-exclusiv-tv-md.png,http://iptvx.one/picons/noroc-tv-md.png,png,200,200,17674,8,
25,Disney Channel MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2468/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0025-disney-channel-md.png,http://iptvx.one/picons/disney-c.png,png,200,200,16125,8,
26,Gurinel TV MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2469/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0026-gurinel-tv-md.png,http://iptvx.one/picons/noroc-tv-md.png,png,200,200,17674,8,
27,Zona M MD,Moldova,2855,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2470/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0027-zona-m-md.png,http://epg.one/img/2855.png,png,165,165,26884,3,
28,Tezaur HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19440/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0028-tezaur-hd-md.png,http://epg.one/img/7821.png,png,165,165,9771,1,
29,One TV HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19446/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0029-one-tv-hd-md.png,http://iptvx.one/picons/noroc-tv-md.png,png,200,200,17674,8,
30,Agro TV HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19448/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0030-agro-tv-hd-md.png,http://iptvx.one/picons/noroc-tv-md.png,png,200,200,17674,8,
31,Premiera TV MD,Moldova,11491,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31895/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0031-premiera-tv-md.png,http://iptvx.one/picons/noroc-tv-md.png,png,200,200,17674,8,
32,Popas TV MD,Moldova,11493,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31899/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0032-popas-tv-md.png,http://iptvx.one/picons/noroc-tv-md.png,png,200,200,17674,8,
33,Sor TV MD,Moldova,11495,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31901/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0033-sor-tv-md.png,http://iptvx.one/picons/noroc-tv-md.png,png,200,200,17674,8,
34,Star TV HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31902/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0034-star-tv-hd-md.png,http://iptvx.one/picons/star-tv-hd-tr.png,png,200,200,35862,8,
35,Setanta Moldova FHD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/20074/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0035-setanta-moldova-fhd.png,http://epg.one/img/7244.png,png,165,165,10175,1,
36,We Sport TV HD MD,Moldova,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31904/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0036-we-sport-tv-hd-md.png,http://iptvx.one/picons/sport3-slo.png,png,200,200,8134,8,
37,Pro TV RO,Romania,3739,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6997/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0037-pro-tv-ro.png,http://iptvx.one/picons/pro-tv-md.png,png,200,200,11624,8,
38,Pro TV International RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7055/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0038-pro-tv-international-ro.png,http://iptvx.one/picons/pro-tv-md.png,png,200,200,11624,5,
39,Antena 1 HD RO,Romania,3744,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7002/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0039-antena-1-hd-ro.png,http://iptvx.one/picons/antena1hd-ro.png,png,200,200,16329,8,
40,Kanal D HD RO,Romania,3726,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6984/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0040-kanal-d-hd-ro.png,http://iptvx.one/picons/kanal-d-hd.png,png,200,200,31032,6,
41,Romania TV RO,Romania,3701,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6959/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0041-romania-tv-ro.png,http://iptvx.one/picons/kiss-tv-ro.png,png,200,200,17082,8,
42,Antena 3 CNN HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7003/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0042-antena-3-cnn-hd-ro.png,http://epg.one/img/3745.png,png,165,165,9546,2,
43,Realitatea Plus RO,Romania,3700,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6958/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0043-realitatea-plus-ro.png,http://epg.one/img/3689.png,png,165,165,26047,4,
44,Happy Channel HD RO,Romania,3777,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7035/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0044-happy-channel-hd-ro.png,http://iptvx.one/picons/music-channel-ro.png,png,200,200,10745,8,
45,Antena Stars HD RO,Romania,3746,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7004/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0045-antena-stars-hd-ro.png,http://epg.one/img/3746.png,png,165,165,9233,3,
46,DIGI Sport 1 HD RO,Romania,2907,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2523/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0046-digi-sport-1-hd-ro.png,http://iptvx.one/picons/digisport1.png,png,200,200,10688,8,
47,DIGI 24 HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7009/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0047-digi-24-hd-ro.png,http://epg.one/img/3751.png,png,165,165,6703,1,
48,Film Cafe RO,Romania,3695,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6953/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0048-film-cafe-ro.png,http://epg.one/img/3695.png,png,165,165,23208,3,
49,Pro Cinema RO,Romania,3693,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6951/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0049-pro-cinema-ro.png,http://epg.one/img/3693.png,png,165,165,23350,3,
50,AMC RO,Romania,3691,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6949/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0050-amc-ro.png,http://iptvx.one/picons/amc.png,png,200,200,20439,6,
51,TVR 1 HD RO,Romania,3740,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6998/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0051-tvr-1-hd-ro.png,http://iptvx.one/picons/antena1hd-ro.png,png,200,200,16329,8,
52,Prima TV RO,Romania,3737,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6995/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0052-prima-tv-ro.png,http://iptvx.one/picons/kiss-tv-ro.png,png,200,200,17082,8,
53,AXN White RO,Romania,3692,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6950/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0053-axn-white-ro.png,http://iptvx.one/picons/axn-white-pl.png,png,200,200,9078,4,
54,AXN Black RO,Romania,3694,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6952/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0054-axn-black-ro.png,http://iptvx.one/picons/axn-black-pl.png,png,200,200,8685,5,
55,AXN HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7008/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0055-axn-hd-ro.png,http://iptvx.one/picons/axn-pl.png,png,200,200,6306,4,
56,AXN Spin RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7012/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0056-axn-spin-ro.png,http://iptvx.one/picons/axn-spin-pl.png,png,200,200,8015,2,
57,National TV RO,Romania,3725,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6983/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0057-national-tv-ro.png,http://iptvx.one/picons/national-tv.png,png,200,200,10535,8,
58,Diva RO,Romania,3758,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7016/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0058-diva-ro.png,http://epg.one/img/3758.png,png,165,165,10473,3,
59,TVR 2 RO,Romania,3684,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6942/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0059-tvr-2-ro.png,http://iptvx.one/picons/tvr2.png,png,200,200,12818,8,
60,Etno RO,Romania,3769,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7027/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0060-etno-ro.png,http://epg.one/img/3769.png,png,165,165,10006,3,
61,TVR 3 RO,Romania,3685,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6943/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0061-tvr-3-ro.png,http://iptvx.one/picons/digisport3.png,png,200,200,10652,8,
62,E! HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6093/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0062-e-hd-ro.png,http://static.g-cdn.app/streams/e-il.png,png,220,132,3043,2,
63,Cinethronix RO,Romania,5703,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15251/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0063-cinethronix-ro.png,http://epg.one/img/5703.png,png,165,165,9525,3,
64,DIGI Sport 2 HD RO,Romania,2906,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2522/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0064-digi-sport-2-hd-ro.png,http://iptvx.one/picons/digisport1.png,png,200,200,10688,8,
65,DIGI Sport 3 HD RO,Romania,2908,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2524/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0065-digi-sport-3-hd-ro.png,http://iptvx.one/picons/digisport1.png,png,200,200,10688,8,
66,DIGI Sport 4 HD RO,Romania,2922,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2538/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0066-digi-sport-4-hd-ro.png,http://iptvx.one/picons/digisport1.png,png,200,200,10688,8,
67,TV1000 RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6944/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0067-tv1000-ro.png,http://iptvx.one/picons/tv1000.png,png,200,200,7853,4,
68,Acasă Gold RO,Romania,7833,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6945/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0068-acasa-gold-ro.png,http://epg.one/img/7833.png,png,165,165,11065,3,
69,Alfa Omega TV RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6946/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0069-alfa-omega-tv-ro.png,http://iptvx.one/picons/kiss-tv-ro.png,png,200,200,17082,8,
70,National 24 Plus RO,Romania,3689,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6947/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0070-national-24-plus-ro.png,http://epg.one/img/3689.png,png,165,165,26047,4,
71,FilmBox RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6948/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0071-filmbox-ro.png,http://iptvx.one/picons/filmbox-ru.png,png,200,200,25042,2,
72,Travel Mix HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6954/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0072-travel-mix-hd-ro.png,http://epg.one/img/3696.png,png,165,165,38093,1,
73,TV Paprika RO,Romania,3697,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6955/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0073-tv-paprika-ro.png,http://epg.one/img/3697.png,png,165,165,10138,3,
74,Investigation Discovery RO,Romania,3699,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6957/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0074-investigation-discovery-ro.png,http://iptvx.one/picons/idxtra.png,png,200,200,19605,8,
75,Minimax RO,Romania,3702,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6960/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0075-minimax-ro.png,http://epg.one/img/3702.png,png,165,165,30915,3,
76,JimJam RO,Romania,3703,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6961/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0076-jimjam-ro.png,http://iptvx.one/picons/jimjam-pl.png,png,200,200,33157,5,
77,Kiss TV RO,Romania,3704,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6962/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0077-kiss-tv-ro.png,http://iptvx.one/picons/kiss-tv-ro.png,png,200,200,17082,8,
78,Music Channel RO,Romania,Music.Channel.(ro).cz,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6963/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0078-music-channel-ro.png,http://iptvx.one/picons/bg-music-channel.png,png,200,200,13421,8,
79,Disney Channel RO,Romania,3707,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6965/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0079-disney-channel-ro.png,http://iptvx.one/picons/disney-c.png,png,200,200,16125,8,
80,Cartoon Network RO,Romania,3708,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6966/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0080-cartoon-network-ro.png,http://iptvx.one/picons/cartoon-network.png,png,200,200,11252,8,
81,Disney Jr. RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6967/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0081-disney-jr-ro.png,http://iptvx.one/picons/disney-jr.png,png,200,200,13947,7,
82,Discovery Channel RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6968/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0082-discovery-channel-ro.png,http://iptvx.one/picons/discovery-channel.png,png,200,200,36903,8,
83,TLC RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6969/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0083-tlc-ro.png,http://iptvx.one/picons/tlc.png,png,200,200,9039,8,
84,TeenNick RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6971/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0084-teennick-ro.png,http://epg.one/img/5095.png,png,165,165,8661,1,
85,Nickelodeon RO,Romania,3714,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6972/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0085-nickelodeon-ro.png,http://iptvx.one/picons/nickelodeon-ru.png,png,200,200,14538,8,
86,Cartoonito RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6974/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0086-cartoonito-ro.png,http://static.g-cdn.app/streams/cartoonito-hd.png,png,220,132,10500,2,
87,Mooz RO! RO,Romania,88049,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6977/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0087-mooz-ro-ro.png,http://iptvx.one/picons/mooz-ro.png,png,200,200,9912,4,
88,Favorit TV RO,Romania,3721,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6979/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0088-favorit-tv-ro.png,http://iptvx.one/picons/kiss-tv-ro.png,png,200,200,17082,8,
89,Viasat History RO,Romania,3722,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6980/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0089-viasat-history-ro.png,http://iptvx.one/picons/polsat-viasat-history.png,png,200,200,12316,8,
90,Viasat Explore RO,Romania,3723,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6981/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0090-viasat-explore-ro.png,http://iptvx.one/picons/polsat-viasat-explore.png,png,200,200,12365,8,
91,CineMax 2 RO,Romania,3724,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6982/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0091-cinemax-2-ro.png,http://iptvx.one/picons/cinemax2.png,png,200,200,25471,8,
92,CineMax HD RO,Romania,3727,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6985/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0092-cinemax-hd-ro.png,http://iptvx.one/picons/cinemax.png,png,200,200,11813,4,
93,HBO HD RO,Romania,3728,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6986/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0093-hbo-hd-ro.png,http://iptvx.one/picons/hbo-hd.png,png,200,200,19247,5,
94,HBO 3 HD RO,Romania,3729,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6987/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0094-hbo-3-hd-ro.png,http://iptvx.one/picons/digisport3.png,png,200,200,10652,8,
95,Acasă TV HD RO,Romania,7835,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6988/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0095-acasa-tv-hd-ro.png,http://iptvx.one/picons/kiss-tv-ro.png,png,200,200,17082,8,
96,Animal Planet HD RO,Romania,3731,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6989/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0096-animal-planet-hd-ro.png,http://iptvx.one/picons/animal-planet-eu.png,png,200,200,13231,8,
97,Pro Arena HD RO,Romania,7836,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6990/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0097-pro-arena-hd-ro.png,http://iptvx.one/picons/pro-arena.png,png,200,200,7557,4,
98,National Geographic HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6991/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0098-national-geographic-hd-ro.png,http://iptvx.one/picons/national-geographic.png,png,200,200,30817,8,
99,Eurosport 1 HD RO,Romania,3734,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6992/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0099-eurosport-1-hd-ro.png,http://iptvx.one/picons/eurosport1.png,png,200,200,9294,8,
100,Bucuresti 1 TV RO,Romania,3736,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6994/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0100-bucuresti-1-tv-ro.png,http://epg.one/img/3794.png,png,165,165,31748,8,
101,FilmBox Extra HD RO,Romania,3738,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6996/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0101-filmbox-extra-hd-ro.png,http://iptvx.one/picons/sport-extra-ro.png,png,200,200,13295,6,
102,Film Now HD RO,Romania,3741,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6999/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0102-film-now-hd-ro.png,http://epg.one/img/3741.png,png,165,165,24654,3,
103,TVR International HD RO,Romania,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/7000/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0103-tvr-international-hd-ro.png,http://epg.one/img/3797.png,png,165,165,11957,2,
