index,name,group,tvgId,streamUrl,status,savedPath,sourceUrl,imageFormat,width,height,bytes,candidatesTried,reason
402,Z!Thriller HD,Filme,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31693/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0402-z-thriller-hd.png,http://iptvx.one/picons/z-thriller.png,png,200,200,17038,2,
403,Мир Баскетбола HD,Sport,5808,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/20004/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0403-мир-баскетбола-hd.png,http://epg.pw/media/images/epg/2024/06/08/20240608020807727620_59.png,png,200,200,36799,6,
404,Sky Sports Tennis HD 50 UK,Sport,9400,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6546/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0404-sky-sports-tennis-hd-50-uk.png,http://iptvx.one/picons/sky-sports-action.png,png,200,200,14800,8,
405,Eurosport 4K,Sport,eurosport-4k,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31475/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0405-eurosport-4k.png,https://iptvx.one/picons/eurosport-4k.png,png,200,200,7896,6,
406,Eurosport 1 HD,Sport,eurosport-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/228/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0406-eurosport-1-hd.png,http://iptvx.one/picons/eurosport1.png,png,200,200,9294,8,
407,Eurosport 2 HD,Sport,eurosport2-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/234/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0407-eurosport-2-hd.png,http://iptvx.one/picons/eurosport2.png,png,200,200,9557,8,
408,Sport 3 HD UA,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31445/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0408-sport-3-hd-ua.png,http://iptvx.one/picons/box-sr-sport-3-live-4k-hdr.png,png,200,200,12115,8,
409,UPL TV HD UA,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31446/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0409-upl-tv-hd-ua.png,http://iptvx.one/picons/upltv.png,png,200,200,24785,8,
410,Tring Sport 1 HD AL,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31563/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0410-tring-sport-1-hd-al.png,http://iptvx.one/picons/arena-sport-1-sk.png,png,200,200,10916,8,
411,Tring Sport 2 HD AL,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31564/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0411-tring-sport-2-hd-al.png,http://iptvx.one/picons/arena-sport-2.png,png,200,200,5843,8,
412,Tring Sport 3 HD AL,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31565/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0412-tring-sport-3-hd-al.png,http://iptvx.one/picons/arena-sport-3.png,png,200,200,5896,8,
413,Sport 1 HD HU,Sport,393930,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31568/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0413-sport-1-hd-hu.png,http://iptvx.one/picons/arena-sport-1-sk.png,png,200,200,10916,8,
414,Sport 2 HD HU,Sport,449431,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31569/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0414-sport-2-hd-hu.png,http://iptvx.one/picons/arena-sport-2.png,png,200,200,5843,8,
415,Nova Sport 3 HD CZ,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31570/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0415-nova-sport-3-hd-cz.png,http://iptvx.one/picons/nova-sport5-cz.png,png,200,200,10948,8,
416,Nova Sport 4 HD CZ,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31571/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0416-nova-sport-4-hd-cz.png,http://iptvx.one/picons/nova-sport5-cz.png,png,200,200,10948,8,
417,Cytavision Sports 1 GR,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31572/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0417-cytavision-sports-1-gr.png,http://iptvx.one/picons/bein-sports-1-hk.png,png,200,200,8522,8,
418,Cytavision Sports 2 GR,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31573/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0418-cytavision-sports-2-gr.png,http://iptvx.one/picons/bein-sports-2-hk.png,png,200,200,8840,8,
419,Cytavision Sports 3 GR,Sport,9247,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31574/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0419-cytavision-sports-3-gr.png,http://iptvx.one/picons/bein-sports-3-hk.png,png,200,200,8687,8,
420,Cytavision Sports 5 GR,Sport,9248,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31575/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0420-cytavision-sports-5-gr.png,http://iptvx.one/picons/now-sports-5.png,png,200,200,17536,8,
421,Cytavision Sports 6 GR,Sport,9249,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31576/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0421-cytavision-sports-6-gr.png,http://iptvx.one/picons/now-sports-6.png,png,200,200,8739,8,
422,Cytavision Sports 7 GR,Sport,9250,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31577/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0422-cytavision-sports-7-gr.png,http://iptvx.one/picons/play-sport-7-be.png,png,200,200,13006,8,
423,Cosmote Sport 1 HD GR,Sport,476569,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31578/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0423-cosmote-sport-1-hd-gr.png,http://iptvx.one/picons/cosmote-sport6-gr.png,png,200,200,8234,8,
424,Cosmote Sport 2 HD GR,Sport,476571,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31579/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0424-cosmote-sport-2-hd-gr.png,http://iptvx.one/picons/cosmote-sport6-gr.png,png,200,200,8234,8,
425,Cosmote Sport 3 HD GR,Sport,476563,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31581/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0425-cosmote-sport-3-hd-gr.png,http://iptvx.one/picons/cosmote-sport6-gr.png,png,200,200,8234,8,
426,Cosmote Sport 4 HD GR,Sport,476565,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31582/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0426-cosmote-sport-4-hd-gr.png,http://iptvx.one/picons/cosmote-sport6-gr.png,png,200,200,8234,8,
427,Cosmote Sport 5 HD GR,Sport,476557,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31583/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0427-cosmote-sport-5-hd-gr.png,http://iptvx.one/picons/cosmote-sport6-gr.png,png,200,200,8234,8,
428,Cosmote Sport 6 HD GR,Sport,476555,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31584/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0428-cosmote-sport-6-hd-gr.png,http://epg.pw/media/images/epg/2025/11/09/20251109021025821266_45.png,png,200,200,8234,8,
429,Cosmote Sport 7 HD GR,Sport,476553,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31585/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0429-cosmote-sport-7-hd-gr.png,http://iptvx.one/picons/cosmote-sport1-gr.png,png,200,200,8190,8,
430,Cosmote Sport 8 HD GR,Sport,476559,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31586/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0430-cosmote-sport-8-hd-gr.png,http://iptvx.one/picons/cosmote-sport1-gr.png,png,200,200,8190,8,
431,Cosmote Sport 9 HD GR,Sport,476562,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31587/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0431-cosmote-sport-9-hd-gr.png,http://epg.pw/media/images/epg/2025/11/09/20251109022105375264_13.png,png,200,200,8319,8,
432,Cosmote Sport Highlights HD GR,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31588/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0432-cosmote-sport-highlights-hd-gr.png,http://iptvx.one/picons/cosmote-sport6-gr.png,png,200,200,8234,8,
433,BOX SR Sport 4K HDR,Sport,453359,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31455/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0433-box-sr-sport-4k-hdr.png,http://iptvx.one/picons/box-sr-sport-live-4k-hdr.png,png,200,200,12423,8,
434,Sport Live DK,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31589/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0434-sport-live-dk.png,http://iptvx.one/picons/tv3-sport-dk.png,png,200,200,42733,8,
435,Sport TV+ HD PT,Sport,405715,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31590/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0435-sport-tv-hd-pt.png,http://iptvx.one/picons/sport3-slo.png,png,200,200,8134,8,
436,Canal 11 HD PT,Sport,406912,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31592/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0436-canal-11-hd-pt.png,http://epg.pw/media/images/epg/2024/12/23/20241223021214979472_83.png,png,200,200,3003,5,
437,Sport Extra HD RO,Sport,407799,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31595/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0437-sport-extra-hd-ro.png,http://iptvx.one/picons/polsat-sport-extra.png,png,200,200,18168,8,
438,Arena Esport HD RS,Sport,Arena.Esport.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31597/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0438-arena-esport-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/43/05/xl_light_480x270.png,png,480,270,8882,5,
439,Arena Fight HD RS,Sport,Arena.Fight.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31598/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0439-arena-fight-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/41/46/xl_light_480x270.png,png,480,270,10409,6,
440,Arena Premium 1 HD RS,Sport,Arena.Premium.1.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31599/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0440-arena-premium-1-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/32/26/xl_light_480x270.png,png,480,270,8023,8,
441,Arena Premium 2 HD RS,Sport,Arena.Premium.2.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31600/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0441-arena-premium-2-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/33/27/xl_light_480x270.png,png,480,270,8943,8,
442,Arena Premium 3 HD RS,Sport,Arena.Premium.3.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31601/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0442-arena-premium-3-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/34/08/xl_light_480x270.png,png,480,270,9200,8,
443,Arena Sport 1 HD RS,Sport,Arena.Sport.1.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31602/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0443-arena-sport-1-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/34/50/xl_light_480x270.png,png,480,270,7394,8,
444,Arena Sport 3 HD RS,Sport,Arena.Sport.3.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31603/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0444-arena-sport-3-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/36/12/xl_light_480x270.png,png,480,270,8649,8,
445,Arena Sport 4 HD RS,Sport,Arena.Sport.4.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31605/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0445-arena-sport-4-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/36/51/xl_light_480x270.png,png,480,270,8338,8,
446,Arena Sport 5 HD RS,Sport,Arena.Sport.5.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31606/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0446-arena-sport-5-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/37/29/xl_light_480x270.png,png,480,270,8498,8,
447,Arena Sport 6 HD RS,Sport,Arena.Sport.6.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31607/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0447-arena-sport-6-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/38/21/xl_light_480x270.png,png,480,270,8577,8,
448,Arena Sport 7 HD RS,Sport,Arena.Sport.7.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31608/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0448-arena-sport-7-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/38/57/xl_light_480x270.png,png,480,270,8233,8,
449,Arena Sport 8 HD RS,Sport,Arena.Sport.8.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31609/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0449-arena-sport-8-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/39/36/xl_light_480x270.png,png,480,270,8521,8,
450,Arena Sport 9 HD RS,Sport,Arena.Sport.9.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31610/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0450-arena-sport-9-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/40/15/xl_light_480x270.png,png,480,270,8529,8,
451,Arena Sport 1x2 HD RS,Sport,Arena.Sport.1X2.HD.(RS).rs,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31611/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0451-arena-sport-1x2-hd-rs.png,http://images-web.ug-be.cdn.united.cloud/2025/04/04/20/43/51/xl_light_480x270.png,png,480,270,9607,8,
452,BOX SR Sport 1 Live 4K HDR,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31550/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0452-box-sr-sport-1-live-4k-hdr.png,http://iptvx.one/picons/box-sr-sport-live-4k-hdr.png,png,200,200,12423,8,
453,BOX SR Sport 2 Live 4K HDR,Sport,9306,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/31551/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0453-box-sr-sport-2-live-4k-hdr.png,http://iptvx.one/picons/box-sr-sport-live-4k-hdr.png,png,200,200,12423,8,
454,Setanta Sports 2 HD KZ,Sport,62234,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16025/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0454-setanta-sports-2-hd-kz.png,http://iptvx.one/picons/setanta2-kz.png,png,200,200,5989,8,
455,Extreme Sports HD,Sport,extreme-sports,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/20028/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0455-extreme-sports-hd.png,https://iptvx.one/picons/extreme-sports.png,png,200,200,17192,5,
456,UPL TV 1 HD UA,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/14193/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0456-upl-tv-1-hd-ua.png,http://iptvx.one/picons/upltv.png,png,200,200,24785,8,
457,UPL TV 2 HD UA,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/14194/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0457-upl-tv-2-hd-ua.png,http://iptvx.one/picons/upltv.png,png,200,200,24785,8,
458,UPL TV 3 HD UA,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/14195/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0458-upl-tv-3-hd-ua.png,http://iptvx.one/picons/upltv.png,png,200,200,24785,8,
459,QazSport HD KZ,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/14032/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0459-qazsport-hd-kz.png,http://epg.one/img/7509.png,png,165,165,19463,1,
460,Trace Sport Stars HD,Sport,7507,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/14030/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0460-trace-sport-stars-hd.png,http://iptvx.one/picons/trace-sport-stars.png,png,200,200,12366,5,
461,Super Tennis FHD IT,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/6079/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0461-super-tennis-fhd-it.png,http://iptvx.one/picons/supertennis.png,png,200,200,12338,3,
462,Setanta Sports 1 HD,Sport,setanta-sport-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/271/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0462-setanta-sports-1-hd.png,http://iptvx.one/picons/setanta-sports.png,png,200,200,5683,8,
463,Setanta Baltic 1 FHD,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/5069/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0463-setanta-baltic-1-fhd.png,http://epg.one/img/6861.png,png,165,165,10286,1,
464,Setanta Sports 2 HD,Sport,setanta-sport-plus-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/270/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0464-setanta-sports-2-hd.png,http://iptvx.one/picons/setanta2-ge.png,png,200,200,5989,8,
465,Setanta Qazaqstan HD,Sport,setanta-qazaqstan-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2399/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0465-setanta-qazaqstan-hd.png,http://iptvx.one/picons/setanta-kz.png,png,200,200,6042,5,
466,Setanta Sports FHD UA,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/272/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0466-setanta-sports-fhd-ua.png,http://iptvx.one/picons/setanta-sports.png,png,200,200,5683,8,
467,Setanta Sports+ FHD UA,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/5068/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0467-setanta-sports-fhd-ua.png,http://iptvx.one/picons/setanta-sports.png,png,200,200,5683,8,
468,Viju+ Sport HD,Sport,viasat-sport-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2007/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0468-viju-sport-hd.png,http://iptvx.one/picons/viasat-sport.png,png,200,200,8361,6,
469,ViaPlay Football SE,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/5078/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0469-viaplay-football-se.png,http://iptvx.one/picons/v-sport-football-se.png,png,200,200,14370,3,
470,Xsport HD UA,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/996/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0470-xsport-hd-ua.png,http://iptvx.one/picons/xsport-plus-ua.png,png,200,200,8336,4,
471,Russian Extreme UHD,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/5003/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0471-russian-extreme-uhd.png,http://iptvx.one/picons/russky-ekstrim.png,png,200,200,10804,4,
472,KHL HD,Sport,khl-tv-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/215/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0472-khl-hd.png,http://static.g-cdn.app/streams/khl-tv-hd.png,png,220,132,9100,4,
473,KHL Prime FHD,Sport,khl-prime-hd,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2403/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0473-khl-prime-fhd.png,http://iptvx.one/picons/kxl-hd.png,png,200,200,10841,6,
474,Fast & Fun Box HD,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/1018/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0474-fast-fun-box-hd.png,http://iptvx.one/picons/fastfunbox-hd.png,png,200,200,32365,2,
475,Quest Red HD UK,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/2396/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0475-quest-red-hd-uk.png,http://epg.one/img/9679.png,png,165,165,9967,1,
476,KHL Prime HD 50,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/10028/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0476-khl-prime-hd-50.png,http://iptvx.one/picons/kxl-hd.png,png,200,200,10841,4,
477,Sky Sport F1 FHD DE,Sport,427687,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/10079/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0477-sky-sport-f1-fhd-de.png,http://iptvx.one/picons/sky-sport-hd2.png,png,200,200,14628,8,
478,StrahTV WWE Russian,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/11056/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0478-strahtv-wwe-russian.png,http://epg.one/img/4787.png,png,165,165,25170,8,
479,FightBox,Sport,Fightbox.lu,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15232/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0479-fightbox.png,http://iptvx.one/picons/fightbox-hd.png,png,200,200,30771,5,
480,Q Sport.KG HD,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/15238/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0480-q-sport-kg-hd.png,http://iptvx.one/picons/qsport-kz.png,png,200,200,12528,8,
481,Red Bull TV HD DE,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16039/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0481-red-bull-tv-hd-de.png,http://iptvx.one/picons/more-than-sport-de.png,png,200,200,14594,8,
482,Red Bull TV HD,Sport,Red.Bull.TV.in,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/16040/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0482-red-bull-tv-hd.png,http://jiotv.catchup.cdn.jio.com/dare_images/images/channel/ee28cef986ef5b6cf83ec15d062b35fe.png,png,376,288,28596,5,
483,TNT Sports 4 HD UK,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19054/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0483-tnt-sports-4-hd-uk.png,http://iptvx.one/picons/tnt-sports-prem-ar.png,png,200,200,11658,8,
484,beIN Sports Max 1 FHD TR,Sport,455815,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19062/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0484-bein-sports-max-1-fhd-tr.png,http://epg.pw/media/images/epg/2025/09/13/20250913023506469660_26.png,png,200,200,9473,8,
485,beIN Sports Max 2 FHD TR,Sport,442714,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19063/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0485-bein-sports-max-2-fhd-tr.png,http://epg.pw/media/images/epg/2025/07/03/20250703022633763886_95.png,png,200,200,9806,8,
486,beIN Sports Haber HD TR,Sport,505115,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19064/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0486-bein-sports-haber-hd-tr.png,http://iptvx.one/picons/bein-sports-haber-tr.png,png,200,200,9985,8,
487,TRT Spor FHD TR,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19068/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0487-trt-spor-fhd-tr.png,http://iptvx.one/picons/a-spor-tr.png,png,200,200,27595,8,
488,A Spor HD TR,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19069/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0488-a-spor-hd-tr.png,http://iptvx.one/picons/a-spor-tr.png,png,200,200,27595,7,
489,Spor Smart 2 HD TR,Sport,518234,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19073/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0489-spor-smart-2-hd-tr.png,http://iptvx.one/picons/s-sport-2-tr.png,png,200,200,13598,8,
490,Tivibu Spor 1 HD TR,Sport,,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19074/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0490-tivibu-spor-1-hd-tr.png,http://iptvx.one/picons/tivibu-spor-2.png,png,200,200,7207,8,
491,Tivibu Spor 3 HD TR,Sport,444097,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19076/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0491-tivibu-spor-3-hd-tr.png,http://iptvx.one/picons/tivibu-spor-2.png,png,200,200,7207,8,
492,Sky Sport 24 HD IT,Sport,406906,http://c137c781.rossteleccom.net/iptv/WLSHARFG8FUEKR/19127/index.m3u8,saved,output/channel-logos-moldovenesti-full-v2/logos/0492-sky-sport-24-hd-it.png,http://iptvx.one/picons/sky-sport-hd3.png,png,200,200,14796,8,
